,Dimensione,Peso,Dolcezza,Croccantezza,Succosità,Maturazione,Acidità,Qualità
74,6.3521168833,149.3520202525,14.133782393,4.0161448984,7.5100964475,8.6807599295,3.204423378,non buona
75,7.6481774653,149.1959362465,13.425230011,4.2708516884,8.542327194,8.14036384825,3.7932087218,buona
76,7.6749346153,150.653405625,13.3189285485,3.3415313966,8.38409333075,8.5806734715,3.5343407516,buona
77,7.2740101237,150.119113813,14.566773435,4.0822157934,8.1943117695,7.827360581,3.5538163042,non buona
78,6.3465793135,150.3555300095,13.6382359085,3.841076168,8.3429080595,8.6654173095,3.212396194,non buona
79,6.34976128,149.13516613,15.646172041,4.4686054044,8.078312001,7.77310249,3.142510578,non buona
80,7.5720685744,149.8567214825,14.6788618625,3.8180626794,8.1418176275,8.111919179,3.9662569994,buona
81,6.2645878771,148.7697773175,16.655279793,4.2200144534,8.416814054,7.9973550375,3.3183279504,buona
82,7.7065141168,149.597496459,12.976565379,3.8757452902,8.68025421925,8.35090311225,3.1529764584,non buona
83,7.423104841,146.8824464795,15.303339385,4.556305293,8.04710481975,7.5861078785,3.8574931226,buona
84,7.526880574,148.9608769385,14.326498464,4.3141411426000005,8.05139870975,8.8330757975,3.4680240992,buona
85,6.8529059368,148.6532028805,13.868535937,4.2816437406,8.2235325785,9.0242631565,3.2614048448,non buona
86,7.5668955637,149.382557707,13.9983865645,4.323644055,8.090181083,8.67805339675,3.5249828724,buona
87,7.1570653276,149.6073532855,15.1535887295,3.8452235226,8.305111564,7.6675744105,3.7710970424,buona
88,6.565714696,149.79958874,13.9920903225,4.1038295324,8.2303908925,8.6595883675,3.394194162,non buona
89,7.3864946404,150.0591620275,13.98005484,4.2508415096,8.10544514525,8.068455631,3.512870435,non buona
90,7.1550844363,150.321890253,13.623561026,4.2531876468,8.178572546,8.26026603325,2.9065168034,buona
91,6.8111378161000005,149.41944401,14.834950155,4.1860939766,8.5218723705,8.092387466,2.5878189316,buona
92,6.7924860628,148.784329854,14.5451682275,4.4856641294,8.06051984075,8.57839389225,3.7571885888,non buona
93,6.3728708443,148.8693401795,16.9113569575,3.8975718294,8.165148783,8.16585584275,3.157182937,buona
94,7.0292192704,148.954930172,12.490555453,4.034679451,8.38116558825,9.31961208225,3.1599207862,non buona
95,7.4117807851,149.59190441,14.430983376,4.3897913136,7.944442021,7.8595211695,3.830431634,buona
96,6.8145664333,148.934148229,14.209987407,3.9609367382,8.906419189,8.81482735025,3.1732716014,non buona
97,7.541009809,149.511977977,14.226540285,4.1852610592,8.7849202925,7.8291943235,4.1802910766,buona
98,6.9395971696,150.2895658785,13.936982329,4.6258569764,6.89953777275,7.86184310625,3.0500068338,buona
99,6.6522027151,150.361586037,14.979873203,3.8503407096,8.16948936975,8.3129622125,3.0707953226,buona
100,6.5255863012,149.6202492705,15.0676798205,4.3763639266,8.49951309025,8.18234055425,3.5573766642,buona
101,6.6665719996,148.957624821,16.259939979,4.1836007808,8.344281054,8.23430220875,3.3211626874,buona
102,6.4234529044,148.259318787,15.2207378715,4.3555046862,7.92910395075,8.20572984,2.7991029544,non buona
103,6.409800676,150.38807553,15.135719177,4.1391988244,8.53946731525,7.982492489,3.1957476558,buona
104,6.5282332258,149.995478782,15.984718118,4.3768923988,8.244413968749999,7.83618779775,3.9255037996,non buona
105,6.8720142343,149.2815780185,14.6695930545,3.8878363366,7.532016938,8.317315984,3.1497321056,non buona
106,6.7824456112,149.2764331445,15.9204971435,4.6172364958,8.557305459,8.1387728065,4.1081523504,buona
107,7.3921172107,148.822318837,14.264599215,3.7913059626,8.45897563575,8.0284826285,3.4889332002,buona
108,7.0411293439,148.4824576355,14.779699641,4.2889955656,7.04394926325,8.212528395,3.1776857432,non buona
109,7.4938003696,148.4862411905,15.1254781115,4.1931802592,7.6115230245,8.5212271815,3.4050130692,non buona
110,7.4316719386,149.390471503,14.8312452465,3.9210393168,7.72072043125,8.770663497,3.1506628734,buona
111,6.6360777463,149.87545994,14.9987608185,4.5019193442,8.374632266,8.18889347425,3.4274766504,buona
112,7.3154531242,147.8440122765,14.300475832,3.4417570412,9.06718843075,8.12536299275,3.822197622,buona
113,6.3907327522,149.1787550985,14.7214202115,4.0962539808,8.29973076525,7.9790016135,4.5762399586,non buona
114,6.4863403912,148.735167511,13.966544282,4.0886717136,8.886626885,8.255431823,4.5340343878,non buona
115,7.0314935107,149.199529986,14.606471252,4.46913733,8.58082785425,8.13257858925,3.8579374166,non buona
116,6.6844797505,148.4660459275,13.5475705885,3.8755309338,8.9262737165,8.8104938245,3.6278851624,non buona
117,6.5657515198,149.431511027,14.5815993835,4.3864928054,7.62197511175,8.200468543,4.0338205646,non buona
118,6.0969596992,150.7741341785,14.715853484,4.0418494338,8.5792609785,7.68944152225,2.9545071118,buona
119,6.8224038805,148.6906739865,14.4632605245,4.2229362068,7.36590636575,8.4386895125,3.167872103,non buona
120,5.8492377217,149.580602201,15.7064299915,4.4502535302,7.914069763,8.23664052025,3.832263828,non buona
121,6.7670785018,149.941601647,14.093454188,4.2483099666,7.85551790275,8.331469675,3.5448039864,non buona
122,6.0391291522,149.575086403,14.4468964205,4.094763865,7.99413987875,8.589071753,3.1818504158,non buona
123,7.2086896717,149.165470109,14.2789374095,4.4378087356,7.30823616025,8.19101258525,3.47567205,non buona
124,7.0269122203,148.8750050445,13.663189841,4.5524428108,8.00899239025,7.77410079725,3.2087732442,buona
125,6.3312682474,149.4513720715,16.7949608245,4.0280443326,8.3907795215,7.9595204555,3.2329695906,buona
126,6.3263551252,149.9761493175,15.1253481345,4.1543210098,8.5607500465,7.828103319,4.1757713078,non buona
127,5.8853408602,150.001320786,15.8418230325,4.0188078922,8.7981087545,7.74655102575,4.387217596,non buona
128,6.2636162872,149.8067652045,14.463257618,4.1828103006,8.481350467,8.60950011575,3.5677827468,non buona
129,6.6511462246,149.291527261,15.2200564735,4.5307888784,7.9760804295,7.7623889425,4.1291745768000006,non buona
130,5.9729011876,149.0824949695,15.39744954,3.8884685108,9.15155863275,8.04439566675,4.2532025294,non buona
131,7.523161246,150.816364356,14.3603512605,4.5517597966,7.3949465235,7.9462669645,3.9128236434,buona
132,6.3197400763000005,149.5021959155,16.127339111,3.8758495072,7.80679799425,8.33406272275,3.4358902252,buona
133,8.3262345826,148.7261643295,14.1218570835,4.180362033,7.8967896275,8.496791359,3.8227059626,buona
134,7.0397365891,148.481061742,13.767731291,4.3238459838,8.075030086,8.527637696,2.818376515,non buona
135,7.4446866775,149.946420834,14.626654973,3.8876465382,8.749170872,7.7731304305,3.9576806504,buona
136,7.0059161362,149.7043869345,14.1303820135,4.0002416558,8.17376313975,7.99538668225,3.7614529818,non buona
137,7.0791532795,148.551864141,14.921192762,3.963076149,7.28777568675,8.101164885,2.891565922,non buona
138,6.7537033165,150.467222481,14.331924731,4.436766526,8.15812870475,8.35523255475,3.9869508088,buona
139,7.0093162276,150.2815416495,15.1903889435,4.261744463,8.0792775405,8.108887224,3.0327336584,buona
140,7.3288920082,148.744280877,13.391396358,4.3913810926,7.62441314275,8.723203548,3.3107982568,non buona
141,6.24861742,148.44587342,14.430689199,4.2004367074,7.448446761,8.4529051225,2.7614438732,non buona
142,7.3778464186,149.721051054,13.710613414,3.9022059426,8.64530472875,7.941848721,3.5978933338,non buona
143,6.6754855315,149.935776966,15.046455781,4.447056998,7.86226436975,8.07506705475,3.6277646242,non buona
144,6.6647737039,149.3103373835,14.362785719,4.0968273314,8.3697204305,8.343127372,3.8442778114,non buona
145,5.9289939844,149.221164029,15.1989437995,4.0574430668,9.06624013225,8.2616029665,4.3427915420000005,non buona
146,7.4045691976,148.6853458255,15.3444072875,4.9159358284,8.94848498675,8.04465341825,3.4171000466,buona
147,6.5413140196,148.8971169905,16.1577760725,4.2691138744,8.9111320635,7.92563433425,3.0226141344,buona
148,7.4380926733,150.9461190905,14.289406052,3.9157167302,8.12852884925,8.05789281375,4.177503468,buona
149,7.1125789282,149.277064634,14.409476621,4.5202926648,8.70682295475,8.43319098325,3.820017598,buona
150,7.3562644564,148.2556309105,14.9875092305,4.2112702644,8.5418102485,7.6480378275,3.7382261666,buona
151,6.2611289365000005,149.718509975,13.9356940305,4.4210199194,7.0074758545,8.16070750825,3.4462091386,non buona
152,7.0576350793,150.681546883,14.947586625,3.6976119252,7.8350939645,8.68428924325,3.4624558576,buona
153,5.8576925992,150.109096231,15.73845423,3.996867575,8.78527796975,8.0540870905,4.1267456304,non buona
154,6.4939132504,148.8976104035,15.2605373305,4.1401217424,7.524925764,8.13536735775,3.0640634764,non buona
155,5.8244524,149.855240622,16.339036593,3.7403207548,8.19168876575,8.09002902625,3.058796583,buona
156,7.5849599065,149.60969477,13.432766397,4.0231893802,8.10462787725,7.56751180875,3.7756276164,non buona
157,6.4372804315,149.4477134375,15.0534673775,4.5616718842,7.45033028625,8.45490633,3.5199629354,non buona
158,7.1413445938,149.060411196,13.027445713,4.0915643924,8.456761169,8.731628503,3.5303489684,non buona
159,7.0025017942,149.8708454795,14.705488808,4.4433117202,8.58685177625,7.89006804675,2.5404722294,buona
160,6.0928532566,149.576172723,13.0367604305,4.1261284974,7.1518230255,9.0105669355,3.3478275082,non buona
161,7.9770733147,150.488072019,14.7983279995,5.25957466,6.92918051075,6.5338502705,4.1998528196,non buona
162,7.180286854,149.347659576,15.3926685705,4.354271044,8.2809599145,8.353446733,3.9695722674,buona
163,7.4082788146,149.515157465,13.5627590965,4.1810111552,7.967022741,8.0339765585,3.8224176464,non buona
164,6.5985936388,149.7929828725,14.480506102,4.4387975964,8.08480957425,8.5138222285,3.4519956148,non buona
165,6.8954125756,150.9180772355,14.9043885315,4.709876359,7.78746232775,7.0870286435,3.8313241474,non buona
166,6.7252392172,148.941234377,14.6388377425,4.4077006648,7.61232341675,8.613827445,3.0882530628,non buona
167,7.1945207623,149.7010211065,14.8257241875,4.2411306974,8.171466626499999,8.50806283475,3.0574104014,buona
168,7.664304556,149.985336808,14.1783444405,4.6750735818,7.92226702025,7.816667083,3.7020598124,buona
169,6.3502572145,148.9117753275,16.1500870295,3.8897025354,7.77431847025,8.6906588525,3.0937643266,buona
170,7.2678221533,148.714869972,15.3432013895,4.440401827,7.91685307675,7.5397413075,3.7805940976,buona
171,6.2113290217,148.9744097225,14.378620537,4.0056637702,7.88142144,8.3350146285,3.9516475914,non buona
172,6.9622742578,150.012322334,15.0016279045,4.2913948926,7.955274532,8.52094350075,3.4736472904,buona
173,6.7645056007,148.717652699,13.5819190215,4.3258363846,7.7884992235,9.387034562,3.0642019564,non buona
174,7.0804688953,149.4214263855,16.2859846475,3.9340830768,7.68947958225,8.5565625355,4.108326202,buona
175,6.0983529217,149.7563416345,16.12009213,3.8094381756,8.48252435425,7.93683651225,3.0325708136,non buona
176,7.505163523,148.8789063445,16.123028602,4.2712449174,7.68694332325,7.569870373,3.3077992872,non buona
177,6.6759169768,150.622329287,15.60753364,3.8375507702,7.9844233505,7.930730507,3.1045998352,buona
178,6.0774763807,149.241751244,14.1656963225,4.034381428,8.27589404875,8.84455703725,3.4996812084,non buona
179,7.1330115907,148.681040473,15.159626562,4.5244910156,8.63780056725,8.29711084975,3.29735281,buona
180,7.6543720204,148.859549984,15.235848539,4.5985465588,7.752202737,8.65444003175,4.0121606702,buona
181,6.5144764312,148.551886593,16.6497907775,4.2823832648,8.339952248,8.22508666625,3.5315958386,buona
182,6.2333448793,149.7414574375,14.5341133285,3.7832928356,8.1595909955,8.8247677755,3.2726243618,non buona
183,6.2631325846,149.3496658025,15.951861775,3.934169543,8.16016958525,8.08126823175,2.9863396616,buona
184,5.5094475727,149.592846828,14.7591785695,4.362856056,8.33697222475,8.943211721,3.8903411372,non buona
185,6.9078780022,149.224652464,12.61732521,3.6702222996,9.18844068225,8.65075985425,4.0195380894,non buona
186,6.512920033,150.833575337,14.497694099,3.9652401962,7.43077200475,8.22855676,3.9113279394,non buona
187,6.1770086956,149.392978626,14.005372614,3.8699404652,7.8762041165,8.96229223025,3.1268334584,non buona
188,6.203990821,149.191851178,16.312974254,4.039110111,8.60590521025,7.951255301,2.7118440474,buona
189,6.1945216204,149.3127229245,15.5071261695,3.9832361044,8.41540922875,8.703529736,3.3469999376,non buona
190,6.8700965749,149.263118066,15.5311695185,4.1977877392,8.0548861255,8.52959517675,3.6849424448,buona
191,7.8773286937,149.535874569,12.66842999,3.8904002616,8.68254722825,8.4745403985,3.4525472398,buona
192,6.4865679523,150.3103919285,14.6332042495,3.9297167168,7.726197284499999,8.438539005500001,3.6719546812,non buona
193,6.3600696136,149.6301561485,14.625606609,4.0949375894,8.442965391,8.31428916375,3.5520577306,non buona
194,6.1187143138,149.6461060825,15.555883976,4.139460147,8.24788324875,8.09712605675,3.6697846278,non buona
195,7.390297174,149.3572035095,15.221727431,4.2432922214,8.102788154,7.112864827,4.3339496332,non buona
196,6.7552478986,149.849196473,14.9992509995,3.9231392598,7.729500336,8.58612311925,3.4012042774,buona
197,6.4977460078,150.198238514,15.5379391075,4.2185684714,8.346021387,7.95011112875,3.4191186648,non buona
198,6.4669082983,149.061487454,14.650987783,3.9507047998,8.618983877,8.020471025,4.502262093000001,non buona
199,5.8069188436,149.0616129125,14.948147064,4.2964507508,7.895898359,8.44132022975,4.0437958578,non buona
200,6.6419344849,149.2577255575,14.1585992915,3.9488347456,8.472074183,8.34239033325,3.8280395842,non buona
201,5.6830406647,150.0927881695,16.163752064,4.1898761172,8.5519627635,8.07200115125,4.2523269464,non buona
202,7.331094319,148.491928423,16.009564383,4.3492821244,8.690415606,7.17449653075,4.0749111812,buona
203,6.1477383052,150.1793013975,13.4347743905,3.9630288678,7.9880933355,9.014353774,3.4685738644,non buona
204,7.0712217724,149.628183959,15.946391587,4.2732013626,8.3163628575,8.2559953765,3.7190020536,buona
205,7.0297967233,148.9908563635,14.2036811325,4.4031536204,7.62948066175,8.215838315,3.1578113668,non buona
206,5.701614202,149.564660311,14.8725781635,4.0714937406,8.83189879425,8.6209190265,3.8591985342,non buona
207,8.3472911278,149.835262316,14.362985907,4.6318578686,9.11268377975,7.466107164,3.5537808252,buona
208,7.2834839161,148.339254592,16.483959057,4.0156397382,7.75863583675,8.66210908425,3.3994472706,buona
209,6.711583714,149.3697378565,13.3765529655,3.8490402378,7.93905718525,9.060643075,3.069330144,non buona
210,6.8008540717,149.5992713975,15.0122885045,4.7052466024,8.4454339025,8.25251433025,3.68778214,buona
211,6.9812934736,149.3376824525,14.108791686,3.9307434924,7.765562108,8.2159628565,2.932952945,non buona
212,7.7050007569,148.0158805545,14.449051921,3.495147136,8.39904621825,8.44657386025,3.9283676746,buona
213,6.8223588952,149.968844243,14.738472351,4.427487174,8.768950985250001,7.91318121325,2.8908643264,buona
214,6.662870794,149.168685797,16.694079114,4.4302551764,8.449887207,7.5012155455,3.203130503,non buona
215,7.7835725623,149.538970382,13.9015518645,4.7066420432000005,7.769680472,7.99614200025,3.8235778218,buona
216,6.8623486375,149.5316876815,14.598621153,4.3119099472,8.041916445,8.47928039125,3.4302216878,buona
217,7.4699997838,150.4342796535,14.977863271,3.8566714164,8.44213566575,7.78180466125,4.0369440896,buona
218,7.0296924943,149.2329681705,14.798060595,4.636759290400001,8.0345024275,7.363953192,3.556041312,buona
219,6.9186789244,148.7420735775,16.171458861,4.1399930692,8.08917890275,8.48547347075,3.1694015954,buona
220,7.0917145393,149.7592024265,14.9426215245,4.4363951028,8.96989230425,7.08110914625,3.852489176,buona
221,7.5278938546,150.843877272,14.227949515,3.621109816,7.79784231875,8.35405881625,3.6675999208,buona
222,7.1639847673,149.5498313025,14.4902897625,4.5097725196,8.142441297,7.6089699115,3.8827329226,buona
223,6.8466508588,149.1762205985,16.0350917945,3.3745319646,8.86178532025,7.391069183,3.7364893752,buona
224,7.187451739,149.6065869735,15.453866624,3.9299485926,8.1633933455,7.62988714625,4.0138730402,buona
225,6.3993581239,148.687089861,14.5456006575,3.6439649556,8.29926215075,8.91964809175,2.6131344652,non buona
226,7.1755623466,149.259800353,14.2347841385,4.318506332,8.055322625,7.9883434355,3.8017774324,non buona
227,6.6841366294,148.3545029645,12.9718494415,3.8581847228,7.1004019495,8.523982662,2.207802148,non buona
228,6.4647553156,149.4492092225,15.3517928255,4.8381289806000005,8.740134646,8.0035921105,3.726866922,buona
229,6.6267109447,150.124009976,14.884721225,4.3335361992,7.2954207905,7.50866494425,3.45095065,non buona
230,6.6141160351,150.5527102605,13.4215365825,4.3947715196,8.0557518305,8.360678192750001,3.6628586722,non buona
231,6.2140197637,148.888895119,16.6050810675,4.6396453708,9.001284153,7.782526654,3.3739678852,buona
232,6.9852359533,150.0031119865,14.717835232,4.307813787,8.5878886495,7.37216514975,3.78261855,buona
233,7.389488836,149.8333672445,14.073468142,3.988919505,8.93708575175,7.71828546875,3.4027481886,non buona
234,6.548549263,149.695075755,14.2324262945,4.3643835408000005,7.74833989325,8.51317992575,3.60613715,non buona
235,5.5034602018,149.904651834,16.725720034,3.848061474,8.43153606625,7.9785223555,3.1290615114,buona
236,6.2969979292,149.690610819,14.7728747225,4.2395284026,8.27550417375,8.71344720675,3.6350990386,non buona
237,7.0372367218,149.3758449155,14.618044029,4.3771578578,7.709880041,8.16136755125,3.4496257102,non buona
238,7.9187455624,149.9155445045,14.270936736,4.645605515,7.694579313,7.55834486925,3.7246413476,non buona
239,6.7289828107,149.9967593515,14.07101138,4.3811330706,7.6690920045,7.9406111355,3.3729534304,non buona
240,6.3162064888,148.9363571025,14.471634256,4.297590217,8.3701210775,8.66341908375,4.03242521,non buona
241,6.3347901463,149.166045022,16.5050590655,4.2566559294,8.35531625775,7.44642859875,4.2516592336,non buona
242,6.9920542768,149.600409274,13.313998407,4.6446573018,7.670168318,8.07525074,3.3367269546,non buona
243,5.628213816400001,150.0502669775,15.792014995,3.889462556,7.830656267,8.34478813525,3.5284947582,non buona
244,6.1728532555,150.390748439,16.665131638,4.0463611886,8.8233093945,6.834688879,4.9809472476,non buona
245,7.7528123461,148.443201308,13.599998124,4.4305164016,7.677601338,8.272886607,3.2955772812,buona
246,7.165156783,149.8721667835,14.715087664,3.8994015084,7.598701518749999,8.740980801,3.5256650004,buona
247,6.5459689105,152.5745001485,14.8039766045,4.735611705,7.604450429,7.0322131145,3.683615784,buona
248,7.0341432556,149.246264587,13.9742042855,4.084611628,8.32870299625,8.483752996,3.2803347916,non buona
249,6.3883645591,149.451376006,15.266558398,4.4966798498,8.70807499575,8.08342260475,3.413840218,buona
250,5.6794362973000005,149.059582253,14.907235895,3.7688464076,8.3793527025,8.60898478075,2.5673005782,non buona
251,8.5568873356,149.80982398,15.337020464,4.5423806634,9.0567387245,7.4779969925,4.235499436,buona
252,7.029033985,149.6904797755,15.6863302485,3.6896490424,7.6279772825,8.47830629225,2.9538641306,buona
253,6.058923721,150.1019568,16.156490682,4.880156311,6.80340536325,8.2953033545,3.2109613204,non buona
254,6.7463336596,150.818460605,14.30127069,4.041496516,7.29348252225,7.9474426555,3.5392038744,buona
255,7.3646030464,150.227037502,14.544642667,4.5678321324,7.67832231225,7.67447804875,3.5680475262,buona
256,5.6674609765,149.345916683,14.6775741385,4.2061500414,8.18593553975,8.75303648325,3.1894714186,non buona
257,6.2685589873,151.8016430395,13.0028663085,3.920180059,8.20269782925,8.2033000815,3.1651371172,buona
258,6.5151778798,149.90189899,13.9272313555,4.004847297,8.44196500825,7.56530516025,3.3029807226,buona
259,6.6338813371,150.3638762485,15.2501062405,4.1882085408,8.43007919475,7.644338459,3.6732570648,non buona
260,7.5593531584,150.282927338,14.380089332,3.9078785428,7.07898242975,8.8828564915,3.4840476614,buona
261,6.1764467161,149.447505561,15.631833127,4.1984156202000005,8.08181912925,7.8546665295,4.1305414426,non buona
262,7.9434504559,149.690771831,14.055570144,3.536311731,8.49710160125,8.542809098,4.1883683778,buona
263,6.7335671506,150.0098541165,14.4261249635,4.0125729956,8.121459861,8.333047161,3.393761529,non buona
